Reporter Name,Partner Name,Trade Flow,Indicator,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 World,France,Import,Import Partner Share (%),7.0712,6.1422,6.5485,5.6039,5.6002,5.0732,5.1588,5.5387,5.2232,5.0946,5.4676,5.1931,4.5918,4.7781,4.6944,4.7755,4.5794,4.1977,4.0654,4.0181,3.806,3.92,3.4759,3.3089,3.1925,3.1984,3.2434,3.2161,3.2383,3.1821,3.1041
 World,Free Zones,Import,Import Partner Share (%),,,0.002,0.0022,0.0114,0.0126,0.0788,0.0899,0.054,0.0891,0.1311,0.138,0.0433,0.0376,0.0458,0.0192,0.0313,0.0407,0.0403,0.0505,0.0203,0.0231,0.0253,0.017,0.0262,0.0255,0.0258,0.0345,0.0401,0.0206,0.017
 World,French Guiana,Import,Import Partner Share (%),0.001,0.0018,0.0027,0.0005,0.0007,0.0004,0.0021,0.0018,,,,,,,,,,,,,,,,,,,,,,,
 World,French Polynesia,Import,Import Partner Share (%),0.0042,0.0043,0.0041,0.0031,0.0022,0.0026,0.0033,0.0025,0.0031,0.0038,0.0032,0.0038,0.0032,0.0026,0.0028,0.0025,0.0024,0.0021,0.002,0.0019,0.0015,0.0013,0.0013,0.0014,0.0013,0.0011,0.0011,0.0013,0.0011,0.0011,0.001
 World,Gabon,Import,Import Partner Share (%),0.0124,0.0181,0.0397,0.0661,0.0649,0.0637,0.0639,0.0575,0.0614,0.064,0.0442,0.0477,0.0534,0.0478,0.0435,0.0463,0.0448,0.0458,0.0362,0.0456,0.0538,0.0389,0.0477,0.0661,0.0636,0.0632,0.0575,0.0372,0.0257,0.0316,0.0347
 World,"Gambia, The",Import,Import Partner Share (%),0.0079,0.0091,0.0055,0.0027,0.0019,0.0024,0.002,0.0037,0.0034,0.0033,0.0029,0.0017,0.0007,0.0005,0.0006,0.0004,0.0005,0.0003,0.0003,0.0004,0.0004,0.0005,0.0005,0.001,0.0009,0.0008,0.0007,0.0008,0.0011,0.0012,0.0006
 World,Georgia,Import,Import Partner Share (%),,,,,0.0012,0.0024,0.0013,0.0023,0.0043,0.0075,0.0063,0.0074,0.01,0.0097,0.0091,0.0134,0.0126,0.0132,0.0146,0.0123,0.0143,0.0131,0.0154,0.0165,0.0137,0.0133,0.015,0.0135,0.0119,0.0137,0.013
 World,German Democratic Republic,Import,Import Partner Share (%),0.3158,0.2502,0.2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 World,Germany,Import,Import Partner Share (%),6.1824,6.7219,6.9758,6.177,7.7103,7.313,9.1521,9.8741,9.4013,8.8664,9.423,9.0395,8.1848,8.7119,9.0232,9.3508,9.2609,8.8449,8.5884,8.9111,8.4963,8.4103,7.8525,7.6989,7.3139,7.398,7.5702,7.6863,7.8924,7.6635,7.6124
 World,Ghana,Import,Import Partner Share (%),0.041,0.0373,0.045,0.0374,0.0269,0.0297,0.0347,0.0308,0.0297,0.0271,0.032,0.0297,0.0254,0.0252,0.0268,0.0275,0.0253,0.0226,0.0231,0.0243,0.0273,0.0283,0.0318,0.0594,0.0646,0.0747,0.0719,0.0718,0.0791,0.0732,0.0843
 World,Gibraltar,Import,Import Partner Share (%),0.0002,0.0004,0.0016,0.0011,0.0013,0.0014,0.0018,0.0019,0.0021,0.0018,0.0013,0.0017,0.001,0.0017,0.0016,0.0019,0.0019,0.0022,0.0014,0.0021,0.0014,0.0023,0.0024,0.0021,0.0028,0.0034,0.0061,0.0027,0.0017,0.0022,0.001
 World,Greece,Import,Import Partner Share (%),0.3269,0.2663,0.262,0.2076,0.1912,0.2051,0.1897,0.1839,0.195,0.1805,0.1705,0.1744,0.1541,0.1665,0.1675,0.1678,0.1613,0.1576,0.1665,0.1685,0.1589,0.1704,0.1536,0.1559,0.1572,0.1636,0.164,0.1532,0.1554,0.1605,0.1743
 World,Greenland,Import,Import Partner Share (%),0.0281,0.0442,0.0382,0.0219,0.0166,0.0153,0.0115,0.0102,0.0098,0.008,0.0072,0.0075,0.0066,0.0065,0.0068,0.0067,0.0058,0.0055,0.0049,0.0047,0.0048,0.0051,0.0043,0.004,0.0041,0.0045,0.0043,0.005,0.0058,0.0056,0.006
 World,Grenada,Import,Import Partner Share (%),0.0011,0.0005,0.0004,0.0008,0.0007,0.0008,0.0006,0.0006,0.0004,0.0006,0.0008,0.0009,0.0009,0.001,0.0007,0.0007,0.0003,0.0003,0.0003,0.0004,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002,0.0003,0.0002,0.0002,0.0002
 World,Guadeloupe,Import,Import Partner Share (%),0.0026,0.0014,0.0005,0.0002,0.0004,0.0004,0.0039,0.0025,,,,,,,,,,,,,,,,,,,,,,,
 World,Guam,Import,Import Partner Share (%),,,,,,,,,,,,,0.002,0.001,0.0009,0.0012,0.0008,0.0007,0.0008,0.001,0.0009,0.0008,0.0006,0.0007,0.0009,0.0007,0.0002,0.0002,0.0002,0.0002,0.0002
 World,Guatemala,Import,Import Partner Share (%),0.0249,0.0218,0.0196,0.0679,0.064,0.0621,0.0679,0.0689,0.0668,0.073,0.0797,0.0773,0.0734,0.0753,0.0762,0.0697,0.0618,0.0597,0.0526,0.0511,0.0475,0.0626,0.058,0.0612,0.0562,0.0508,0.058,0.0672,0.0685,0.0649,0.0543
 World,Guinea,Import,Import Partner Share (%),0.0091,0.0129,0.0112,0.0175,0.0145,0.0143,0.0136,0.0154,0.0167,0.0156,0.0166,0.015,0.0139,0.0151,0.0144,0.0121,0.0111,0.0121,0.0118,0.0158,0.0109,0.0089,0.0141,0.0149,0.0113,0.0133,0.0147,0.0116,0.022,0.0347,0.0334
 World,Guinea-Bissau,Import,Import Partner Share (%),0.0008,0.001,0.0019,0.0014,0.0006,0.0012,0.002,0.0023,0.0014,0.0012,0.0012,0.0012,0.002,0.0014,0.0013,0.001,0.0012,0.001,0.0004,0.0006,0.0009,0.0009,0.0011,0.0021,0.001,0.0016,0.0014,0.0018,0.0023,0.002,0.0008
 World,Guyana,Import,Import Partner Share (%),0.0033,0.0045,0.0043,0.0088,0.0089,0.0139,0.0124,0.0105,0.011,0.0111,0.0107,0.0102,0.0095,0.0095,0.0085,0.0078,0.0071,0.0061,0.0056,0.0058,0.0062,0.0076,0.007,0.0079,0.0093,0.0086,0.0077,0.0077,0.0092,0.0085,0.0075
 World,Haiti,Import,Import Partner Share (%),0.0019,0.0024,0.0019,0.0162,0.005,0.0061,0.0022,0.004,0.0039,0.0045,0.0061,0.0062,0.0051,0.0048,0.0045,0.005,0.0048,0.0052,0.0053,0.0048,0.0041,0.0053,0.0046,0.005,0.0053,0.0056,0.0059,0.0072,0.0071,0.0065,0.0065
 World,Heard Island and McDonald Isla,Import,Import Partner Share (%),,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0011,0,0,0,0.0026,0
 World,Holy See,Import,Import Partner Share (%),,,,,,,,,,,,,0.0001,0.0001,0.0001,0.0001,0,0,0,0,0,0.0001,0,0.0004,0.0001,0,0,0.0001,0,0,0
 World,Honduras,Import,Import Partner Share (%),0.0303,0.0276,0.0205,0.0473,0.0493,0.0498,0.0483,0.0505,0.0537,0.0624,0.0698,0.066,0.0613,0.0648,0.0657,0.0581,0.0532,0.0505,0.0448,0.0438,0.0411,0.0445,0.0443,0.046,0.0468,0.0442,0.0464,0.053,0.0546,0.052,0.048
 World,"Hong Kong, China",Import,Import Partner Share (%),1.0632,1.0143,0.9639,1.2469,1.9418,1.5091,1.1854,1.0716,1.0057,0.9794,0.9643,0.9636,0.8758,0.8125,0.8284,0.7779,0.7116,0.6523,0.6017,0.5408,0.5098,0.5241,0.5071,0.4744,0.4589,0.4205,0.3961,0.5211,0.5633,0.4966,0.4602
 World,Hungary,Import,Import Partner Share (%),0.2784,0.2372,0.2401,0.2083,0.2077,0.1769,0.2409,0.2773,0.3134,0.3612,0.4429,0.4582,0.4569,0.5135,0.5265,0.5475,0.56,0.5494,0.5576,0.6405,0.6095,0.606,0.5821,0.5505,0.5096,0.5349,0.5679,0.6064,0.636,0.6243,0.6302
 World,Iceland,Import,Import Partner Share (%),0.0782,0.0566,0.0514,0.0455,0.0383,0.0484,0.0445,0.041,0.0415,0.0376,0.0405,0.0393,0.0344,0.0375,0.0371,0.0343,0.0318,0.028,0.0292,0.0295,0.0274,0.0319,0.03,0.0292,0.0298,0.0252,0.0281,0.0239,0.0273,0.0288,0.031
 World,India,Import,Import Partner Share (%),0.5326,0.5057,0.5179,0.615,0.5455,0.67,0.636,0.6336,0.6811,0.6915,0.6893,0.7053,0.7168,0.7473,0.824,0.8824,0.9523,1.0184,1.0646,1.1652,1.2737,1.3364,1.5025,1.5743,1.5028,1.5064,1.4913,1.5318,1.5447,1.5882,1.5084
 World,Indonesia,Import,Import Partner Share (%),1.7272,1.3072,1.2646,1.1384,1.095,1.1032,0.9758,0.9135,0.9706,1.0022,0.9536,0.9731,1.0211,1.0114,0.9925,1.0723,1.0274,1.0242,1.0386,1.032,1.062,1.1203,1.1883,1.2546,1.2144,1.1464,1.0917,1.09,1.0686,1.1113,1.0915
 World,"Iran, Islamic Rep.",Import,Import Partner Share (%),0.2951,0.5776,0.7255,0.4777,0.4528,0.4274,0.3737,0.3413,0.3731,0.3277,0.2288,0.2973,0.3994,0.3608,0.3034,0.3865,0.4039,0.4667,0.57,0.5711,0.6709,0.5363,0.5897,0.6744,0.4891,0.3564,0.3652,0.2552,0.3086,0.389,0.4212
 World,Iraq,Import,Import Partner Share (%),0.2022,0.574,0.3409,0.0011,0.0021,0.001,0.0111,0.0098,0.0008,0.0609,0.0969,0.2001,0.2586,0.1854,0.1491,0.1217,0.2023,0.1799,0.2423,0.2676,0.3754,0.3152,0.3388,0.4349,0.5247,0.4855,0.468,0.3378,0.3136,0.3929,0.5445
 World,Ireland,Import,Import Partner Share (%),0.4931,0.4394,0.4646,0.45,0.5194,0.8115,0.7626,0.8591,0.8533,0.897,1.1048,1.2337,1.2393,1.388,1.5488,1.5138,1.4255,1.3478,1.2021,1.1634,1.0162,1.2044,1.0253,0.9263,0.8401,0.8029,0.8019,0.9703,1.0435,0.978,1.0513
 World,Israel,Import,Import Partner Share (%),0.2963,0.2468,0.2914,0.3346,0.3248,0.3623,0.3563,0.3583,0.3806,0.3995,0.4286,0.4525,0.4804,0.4663,0.4474,0.4024,0.3956,0.4004,0.3773,0.3979,0.3871,0.4042,0.3874,0.375,0.3633,0.3677,0.3662,0.3868,0.3759,0.3489,0.3341
 World,Italy,Import,Import Partner Share (%),5.6919,5.0138,5.3591,4.4586,4.3817,3.8284,4.2132,4.3092,4.3476,4.0382,4.1671,3.884,3.4216,3.5907,3.5943,3.6321,3.497,3.3055,3.2246,3.3472,3.1922,3.113,2.8002,2.7427,2.6698,2.6753,2.7269,2.7617,2.8783,2.9248,2.8274
 World,Jamaica,Import,Import Partner Share (%),0.0088,0.0239,0.0168,0.0465,0.0399,0.0485,0.0421,0.038,0.0393,0.0353,0.0354,0.03,0.025,0.0245,0.0226,0.0208,0.0189,0.0178,0.019,0.017,0.0163,0.011,0.0073,0.0089,0.0074,0.0076,0.007,0.0076,0.0064,0.0065,0.0074
 World,Japan,Import,Import Partner Share (%),7.7664,8.5822,8.2048,11.3606,10.5341,11.2112,9.8468,8.9501,8.005,8.1721,7.6572,7.8546,7.974,7.1794,7.0762,6.8619,6.7347,6.3394,5.9032,5.6333,5.32,5.1956,5.4756,4.9722,4.8952,4.3656,4.22,4.4093,4.6037,4.4512,4.2806
 World,Jordan,Import,Import Partner Share (%),0.033,0.0371,0.0355,0.022,0.0246,0.0192,0.0155,0.0158,0.0166,0.0152,0.0192,0.0193,0.0187,0.0227,0.0317,0.0319,0.0358,0.0337,0.0328,0.0328,0.0392,0.0368,0.0342,0.0347,0.0346,0.0313,0.0374,0.0463,0.0413,0.0404,0.0365
 World,Kazakhstan,Import,Import Partner Share (%),,,,,0.0106,0.0247,0.0256,0.0312,0.0978,0.1046,0.0922,0.0949,0.1374,0.1289,0.143,0.1492,0.1924,0.2198,0.2534,0.269,0.3292,0.2766,0.3115,0.3738,0.3812,0.3531,0.3086,0.2133,0.1857,0.2308,0.2735
 World,Kenya,Import,Import Partner Share (%),0.0345,0.0277,0.0246,0.0215,0.022,0.029,0.0342,0.0349,0.0361,0.0329,0.0336,0.0305,0.026,0.029,0.0307,0.0313,0.03,0.0296,0.0277,0.0258,0.0304,0.0332,0.0293,0.0299,0.0313,0.0311,0.0346,0.0346,0.0322,0.0298,0.031
 World,Kiribati,Import,Import Partner Share (%),0.0006,0.0004,0.0001,0.0003,0,0.0003,0.0003,0.0001,0.0002,0.0007,0.0005,0.0001,0.0003,0.0006,0.0005,0.0004,0.0001,0.0001,0.0001,0.0001,0.0002,0.0003,0.0002,0.0003,0.0004,0.0005,0.0005,0.0008,0.0009,0.001,0.0007
 World,"Korea, Dem. Rep.",Import,Import Partner Share (%),0.0642,0.0421,0.0395,0.0414,0.0308,0.0307,0.0294,0.0194,0.018,0.0245,0.0184,0.0164,0.0169,0.0157,0.0153,0.013,0.014,0.0129,0.0151,0.0198,0.0139,0.0118,0.0141,0.0189,0.0175,0.0196,0.0184,0.0191,0.0184,0.0111,0.0018
 World,"Korea, Rep.",Import,Import Partner Share (%),2.5104,2.1673,1.8598,2.3777,2.1094,2.2956,2.1003,2.2277,2.1459,2.2009,2.2403,2.4565,2.702,2.5034,2.5656,2.6745,2.8586,2.8636,2.8915,2.7823,2.6604,2.8789,3.0927,3.0461,3.095,3.1476,3.2188,3.3746,3.3376,3.4735,3.1879
 World,Kuwait,Import,Import Partner Share (%),0.3318,0.4713,0.29,0.0205,0.1425,0.2839,0.2251,0.2155,0.2355,0.2329,0.1767,0.2272,0.2991,0.2584,0.2431,0.2695,0.2974,0.3715,0.4308,0.4224,0.5361,0.4264,0.4552,0.5393,0.639,0.5945,0.54,0.3583,0.274,0.3096,0.3781
 World,Kyrgyz Republic,Import,Import Partner Share (%),,,,,0.0011,0.0028,0.0033,0.0048,0.0072,0.0069,0.0092,0.0065,0.0058,0.0047,0.0038,0.0046,0.0049,0.0044,0.0044,0.0051,0.0059,0.0053,0.0075,0.0045,0.0063,0.0068,0.0066,0.0063,0.0049,0.0082,0.0084
 World,Lao PDR,Import,Import Partner Share (%),0.0045,0.0054,0.0039,0.0033,0.0034,0.0041,0.005,0.0052,0.0055,0.0048,0.0038,0.0042,0.0057,0.0054,0.0052,0.0048,0.0048,0.0058,0.0089,0.0084,0.0088,0.0115,0.0137,0.0167,0.0179,0.0212,0.0252,0.0265,0.0281,0.0291,0.0295
 World,Latvia,Import,Import Partner Share (%),,,,,0.0159,0.031,0.0397,0.0453,0.054,0.0571,0.0529,0.046,0.046,0.047,0.0466,0.0498,0.0583,0.0611,0.0639,0.0659,0.0646,0.0612,0.0579,0.0657,0.0638,0.0663,0.0751,0.0631,0.0699,0.0698,0.0802
 World,Lebanon,Import,Import Partner Share (%),0.0145,0.0086,0.0082,0.0157,0.0125,0.0129,0.0116,0.0113,0.0121,0.0108,0.0114,0.0126,0.0131,0.0172,0.0205,0.0203,0.0218,0.0161,0.0175,0.0193,0.0197,0.0181,0.0189,0.0211,0.0207,0.0195,0.0173,0.0184,0.0169,0.0176,0.017
 World,Lesotho,Import,Import Partner Share (%),,,,,,,,,,,,,0.0027,0.0039,0.0055,0.0057,0.0058,0.0049,0.0045,0.0054,0.0042,0.0039,0.0053,0.0058,0.0051,0.0049,0.0055,0.006,0.0059,0.0064,0.0068
 World,Liberia,Import,Import Partner Share (%),0.0406,0.0518,0.0426,0.0063,0.0172,0.0119,0.0079,0.0199,0.0223,0.0214,0.0238,0.0119,0.012,0.0179,0.028,0.0133,0.0121,0.0143,0.0142,0.0076,0.0076,0.0115,0.007,0.0062,0.0073,0.0075,0.0075,0.0079,0.0069,0.0076,0.0083
 World,Libya,Import,Import Partner Share (%),0.3,0.2787,0.3518,0.2197,0.2,0.1381,0.2178,0.1944,0.215,0.1917,0.138,0.1555,0.2148,0.1998,0.166,0.196,0.2241,0.2909,0.3381,0.3304,0.3921,0.3133,0.3305,0.1076,0.3278,0.2308,0.1129,0.0686,0.0619,0.1108,0.1631
 World,Lithuania,Import,Import Partner Share (%),,,,,0.0169,0.0294,0.0356,0.0386,0.0491,0.0552,0.0608,0.0534,0.055,0.0653,0.0729,0.0836,0.0874,0.0934,0.0916,0.0973,0.1196,0.1058,0.1085,0.1245,0.1271,0.1264,0.1388,0.1187,0.1263,0.1353,0.1398
 World,Luxembourg,Import,Import Partner Share (%),,,,,,,,,,,,0.1037,0.1063,0.117,0.1263,0.1491,0.1585,0.1506,0.154,0.1531,0.148,0.1297,0.111,0.1112,0.0964,0.0997,0.103,0.104,0.1034,0.0943,0.0926
 World,Macao,Import,Import Partner Share (%),0.0528,0.0381,0.0343,0.0528,0.0559,0.0554,0.0504,0.0431,0.0393,0.0422,0.0425,0.0397,0.0454,0.0458,0.0455,0.0435,0.0425,0.0312,0.0287,0.0249,0.0182,0.0104,0.0068,0.0071,0.008,0.0098,0.0078,0.0098,0.0095,0.0083,0.0077
 World,Madagascar,Import,Import Partner Share (%),0.0128,0.0103,0.0094,0.0091,0.0076,0.0079,0.0146,0.014,0.0136,0.0129,0.0143,0.0142,0.0146,0.017,0.013,0.0154,0.0151,0.0104,0.0096,0.0097,0.0088,0.0107,0.008,0.0106,0.0101,0.012,0.0137,0.0157,0.0176,0.0201,0.021
 World,Malawi,Import,Import Partner Share (%),0.0132,0.009,0.0098,0.0145,0.0149,0.0111,0.0101,0.0086,0.0091,0.0108,0.0091,0.0091,0.0074,0.0077,0.0074,0.0073,0.0056,0.0064,0.0048,0.0066,0.005,0.0078,0.0071,0.0067,0.0062,0.0056,0.0059,0.0065,0.0063,0.0053,0.0054
 World,Malaysia,Import,Import Partner Share (%),1.2746,1.5614,1.5204,1.5807,1.5077,1.7144,1.6214,1.6374,1.6633,1.6939,1.5587,1.6473,1.8471,1.7548,1.7723,1.7502,1.7009,1.6735,1.6454,1.5969,1.5486,1.6074,1.7409,1.6791,1.6617,1.6293,1.6376,1.696,1.6616,1.6742,1.7271
 World,Maldives,Import,Import Partner Share (%),0.0051,0.0037,0.0032,0.0031,0.0026,0.0024,0.0017,0.0011,0.0014,0.0016,0.0017,0.0021,0.0028,0.0032,0.0038,0.0028,0.0023,0.0014,0.0015,0.0012,0.0012,0.001,0.0009,0.0012,0.0013,0.0013,0.0012,0.0016,0.0018,0.0023,0.0016
 World,Mali,Import,Import Partner Share (%),0.0037,0.0048,0.0054,0.0046,0.0065,0.0056,0.0042,0.0052,0.0054,0.006,0.006,0.0048,0.0042,0.0035,0.0031,0.003,0.0035,0.0028,0.0036,0.002,0.0015,0.0019,0.0046,0.0055,0.0145,0.0164,0.0177,0.0222,0.0169,0.0082,0.0153
 World,Malta,Import,Import Partner Share (%),0.0329,0.0244,0.0256,0.0196,0.0202,0.0245,0.0397,0.0381,0.0323,0.0284,0.0358,0.034,0.0363,0.0377,0.0407,0.0424,0.0379,0.032,0.0346,0.039,0.0496,0.0398,0.0413,0.0352,0.0354,0.0351,0.032,0.0323,0.0363,0.0257,0.0244
 World,Marshall Islands,Import,Import Partner Share (%),,,,,0.0004,0.0005,0.0009,0.0008,0.0004,0.001,0.0017,0.0009,0.0005,0.0026,0.0034,0.0025,0.007,0.0057,0.0096,0.0041,0.0103,0.0065,0.003,0.0028,0.0056,0.0046,0.0047,0.0039,0.004,0.0038,0.0038
 World,Martinique,Import,Import Partner Share (%),0.0024,0.0017,0.0017,0.0011,0.0002,0.0003,0.0055,0.0051,,,,,,,,,,,,,,,,,,,,,,,
 World,Mauritania,Import,Import Partner Share (%),0.0301,0.0217,0.0134,0.0105,0.0095,0.0079,0.011,0.0133,0.0134,0.0126,0.0111,0.0115,0.0086,0.0087,0.009,0.0079,0.0091,0.0093,0.0144,0.0132,0.0161,0.0156,0.0161,0.0196,0.0183,0.0183,0.0168,0.013,0.0147,0.0156,0.015
 World,Mauritius,Import,Import Partner Share (%),0.0194,0.0134,0.0138,0.0178,0.0178,0.0318,0.0342,0.0337,0.0319,0.0304,0.0321,0.0289,0.0262,0.0276,0.0268,0.0244,0.021,0.019,0.0169,0.0161,0.0145,0.0168,0.0147,0.0139,0.0137,0.0155,0.0151,0.0181,0.0143,0.0146,0.0144
 World,Mayotte,Import,Import Partner Share (%),,,,,,,,,,,,,0.0001,0,0.0005,0.0001,0.0001,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,,,,,
 World,Mexico,Import,Import Partner Share (%),0.3791,0.5106,0.4875,1.9895,1.759,1.7038,1.6019,1.6464,1.8062,1.9806,2.1609,2.3593,2.5209,2.5445,2.4794,2.2078,2.067,2.0538,2.0809,1.9876,1.8323,1.9269,2.0862,2.0598,2.1786,2.1472,2.2226,2.5047,2.5501,2.4737,2.5346
 World,"Micronesia, Fed. Sts.",Import,Import Partner Share (%),,,,,0.0014,0.0027,0.004,0.0026,0.0011,0.0009,0.0008,0.001,0.0011,0.0016,0.0011,0.0011,0.0008,0.0005,0.0003,0.0002,0.0002,0.0004,0.0004,0.0003,0.0005,0.0002,0.0002,0.0001,0.0004,0.0006,0.0007
 World,Moldova,Import,Import Partner Share (%),,,,,0.006,0.0053,0.0052,0.0076,0.0243,0.0237,0.0191,0.0124,0.0129,0.0135,0.0127,0.0141,0.0153,0.0136,0.0116,0.0144,0.0151,0.012,0.0114,0.0131,0.0131,0.0137,0.015,0.0146,0.0149,0.0167,0.0178
 World,Monaco,Import,Import Partner Share (%),,,0,0,0,0.1167,0.1198,0.1153,0.1363,0.0014,0.0008,0.0009,,,0,,,,,,,,,,,,,,,,
 World,Mongolia,Import,Import Partner Share (%),0.0045,0.0051,0.0022,0.0015,0.0043,0.0051,0.0055,0.0071,0.0082,0.0088,0.0072,0.0065,0.0069,0.0079,0.0079,0.0077,0.0094,0.0091,0.0132,0.0133,0.0127,0.0136,0.0206,0.0243,0.025,0.0227,0.0312,0.0281,0.0296,0.0351,0.0392
 World,Montenegro,Import,Import Partner Share (%),,,,,,,,,,,,,,,,,,,0.0048,0.0046,0.0042,0.004,0.0031,0.003,0.0035,0.0031,0.0033,0.0024,0.0027,0.0033,0.0025
 World,Montserrat,Import,Import Partner Share (%),0,0,0.0002,0.0002,0.0001,0.0001,0.0002,0.0003,0.0006,0.0003,0.0001,0.0001,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0
 World,Morocco,Import,Import Partner Share (%),0.1392,0.1246,0.132,0.1261,0.1119,0.0952,0.1491,0.1465,0.1433,0.137,0.1452,0.1424,0.1246,0.1318,0.1356,0.1334,0.129,0.1255,0.1189,0.1262,0.1377,0.1222,0.1228,0.1301,0.1268,0.1296,0.1369,0.1543,0.1639,0.1627,0.1656
 World,Mozambique,Import,Import Partner Share (%),0.0079,0.0151,0.0133,0.0119,0.0098,0.0059,0.0054,0.0056,0.0045,0.0051,0.0049,0.0051,0.0059,0.0134,0.0145,0.0139,0.0174,0.0206,0.0212,0.0224,0.0181,0.0201,0.0232,0.0239,0.0274,0.0298,0.034,0.0285,0.0267,0.0347,0.0358
 World,Myanmar,Import,Import Partner Share (%),0.0239,0.0231,0.0287,0.0233,0.0276,0.0302,0.0252,0.0273,0.0242,0.0213,0.02,0.023,0.0308,0.0458,0.0441,0.0369,0.0409,0.0362,0.0384,0.0355,0.0408,0.0491,0.0438,0.047,0.0476,0.0594,0.1305,0.0833,0.0738,0.0763,0.0835
 World,Namibia,Import,Import Partner Share (%),,,,,,,,,,,,,0.0108,0.0167,0.0133,0.0123,0.016,0.017,0.0217,0.0186,0.0121,0.0244,0.0247,0.0247,0.0245,0.0216,0.0234,0.023,0.0198,0.0255,0.0292
 World,Nauru,Import,Import Partner Share (%),0.0095,0.007,0.0044,0.0015,0.0022,0.0016,0.0009,0.001,0.0009,0.0006,0.0005,0.0008,0.0006,0.0003,0.0002,0.0004,0.0002,0,0.0001,0.0002,0.0008,0.0002,0.0004,0.0004,0.0006,0.0004,0.0002,0.0002,0.0001,0.0002,0.0001
 World,Nepal,Import,Import Partner Share (%),0.0156,0.009,0.0098,0.0124,0.0139,0.0139,0.0106,0.0078,0.0081,0.0085,0.0093,0.0105,0.0115,0.0118,0.0087,0.0083,0.0073,0.0065,0.0051,0.0056,0.006,0.0054,0.0052,0.0046,0.0035,0.0038,0.0049,0.0051,0.0045,0.0043,0.0044
 World,Netherlands,Import,Import Partner Share (%),4.9643,3.7972,3.925,3.0871,2.8515,2.6083,2.8378,3.4741,3.3816,3.1852,3.3321,3.1587,3.0279,2.9381,2.8805,3.0056,3.0163,2.9658,2.9371,3.0175,2.9065,2.9054,2.7631,2.7899,2.7077,2.7849,2.7405,2.5518,2.6412,2.6228,2.7104
 World,Netherlands Antilles,Import,Import Partner Share (%),0.0037,0.0054,0.0069,0.0554,0.051,0.0295,0.0308,0.0269,0.0323,0.0269,0.0178,0.0219,0.03,0.0273,0.0203,0.02,0.0193,0.0312,0.0331,0.029,0.0201,0.0262,0.012,0.0002,,,,,,,0
 World,Neutral Zone,Import,Import Partner Share (%),0,0.0036,0.0006,0.0004,0.0042,0.0013,0.0006,0.0005,0.0026,0.0007,0.0006,0.0014,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,
 World,New Caledonia,Import,Import Partner Share (%),0.038,0.0361,0.0185,0.0163,0.0112,0.0097,0.0115,0.0121,0.0113,0.0107,0.0083,0.0073,0.0099,0.0081,0.0078,0.0089,0.0112,0.0103,0.0123,0.0185,0.0091,0.0083,0.01,0.0101,0.008,0.0077,0.0088,0.0088,0.0086,0.0095,0.0113
 World,New Zealand,Import,Import Partner Share (%),0.5559,0.4331,0.415,0.3605,0.3211,0.3236,0.2954,0.2713,0.2756,0.2659,0.2456,0.2347,0.2263,0.2445,0.2279,0.2336,0.2263,0.2151,0.192,0.1953,0.1953,0.2081,0.2099,0.2145,0.2106,0.2154,0.2339,0.2214,0.2206,0.2252,0.2162
 World,Nicaragua,Import,Import Partner Share (%),0.0163,0.0155,0.0132,0.0124,0.0092,0.0078,0.0095,0.0113,0.0131,0.0152,0.0159,0.015,0.0153,0.0174,0.0169,0.0162,0.0166,0.0186,0.0185,0.0186,0.0176,0.0219,0.0223,0.028,0.0284,0.0295,0.0292,0.0322,0.0344,0.0305,0.0292
 World,Niger,Import,Import Partner Share (%),0.0003,0.0059,0.0022,0.001,0.0006,0.0009,0.0028,0.0039,0.0018,0.005,0.0054,0.0053,0.0061,0.0038,0.0021,0.0016,0.0032,0.0024,0.0032,0.0021,0.0013,0.0036,0.0023,0.0045,0.0055,0.0151,0.0048,0.0063,0.0047,0.0042,0.0031
 World,Nigeria,Import,Import Partner Share (%),0.1424,0.2717,0.3207,0.5073,0.4367,0.365,0.2969,0.2749,0.3427,0.3234,0.2208,0.2612,0.3534,0.3243,0.2586,0.3294,0.3759,0.448,0.5076,0.4962,0.5615,0.4341,0.5355,0.6168,0.6,0.5367,0.5081,0.3271,0.2338,0.2703,0.3366
 World,Niue,Import,Import Partner Share (%),,0,0,0,0,0,0,0,0,0,0.0002,0,0.0001,0,0.0001,0,0,0,0,0,0.0001,0.0006,0.002,0,0,0,0,0,0,0.0004,0.0007
 World,Norfolk Island,Import,Import Partner Share (%),0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
